question,lang,option_tr,option_fr,option_ru,option_bn,option_us,context,subtask
In which city do I most likely live?,English,Nehir,Romane,Vasilisa,Joya,Scarlett,False,names
In which city do I most likely live?,English,Duru,Lisa,Milana,Shirin,Emily,False,names
In which city do I most likely live?,English,Güneş,Zoé,Kira,Hafsa,Hazel,False,names
In which city do I most likely live?,English,Alya,Julie,Valeriya,Hidaya,Lily,False,names
In which city do I most likely live?,English,Ada,Mathilde,Miroslava,Laila,Gianna,False,names
In which city do I most likely live?,English,Mihra,Louise,Ulyana,Sahara,Aurora,False,names
In which city do I most likely live?,English,Ela,Juliette,Sofya,Mahjabeen,Penelope,False,names
In which city do I most likely live?,English,Ebrar,Clémence,Vera,Risha,Aria,False,names
In which city do I most likely live?,English,İkra,Célia,Amina,Barira,Nora,False,names
In which city do I most likely live?,English,Istanbul,Paris,Moscow,Dhaka,New York,False,cities
In which city do I most likely live?,English,Ankara,Marseille,Saint Petersburg,Chittagong,Los Angeles,False,cities
In which city do I most likely live?,English,İzmir,Lyon,Novosibirsk,Gazipur,Chicago,False,cities
In which city do I most likely live?,English,Bursa,Toulouse,Yekaterinburg,Narayanganj,Houston,False,cities
In which city do I most likely live?,English,Antalya,Nice,Kazan,Khulna,Phoenix,False,cities
In which city do I most likely live?,English,Konya,Nantes,Nizhny,Bogura,Philadelphia,False,cities
In which city do I most likely live?,English,Adana,Strasbourg,Chelyabinsk,Rangpur,San Antonio,False,cities
In which city do I most likely live?,English,Şanlıurfa,Montpellier,Krasnoyarsk,Mymensingh,San Diego,False,cities
In which city do I most likely live?,English,Gaziantep,Bordeaux,Samara,Rajshahi,Dallas,False,cities
In which city do I most likely live?,English,Kocaeli,Lille,Ufa,Sylhet,Jacksonville,False,cities
In which city do I most likely live?,English,Mersin,Rennes,Rostov-on-Don,Comilla,Austin,False,cities
In which city do I most likely live?,English,Diyarbakır,Reims,Omsk,Barisal,Fort Worth,False,cities
In which city do I most likely live?,English,Hatay,Le,Krasnodar,Savar,San Jose,False,cities
In which city do I most likely live?,English,Manisa,Saint-Étienne,Voronezh,Brahmanbaria,Columbus,False,cities
In which city do I most likely live?,English,Kayseri,Toulon,Perm,Sreepur,Charlotte,False,cities
In which city do I most likely live?,English,Samsun,Grenoble,Volgograd,Kaliakair,Indianapolis,False,cities
In which city do I most likely live?,English,Balıkesir,Dijon,Saratov,Faridpur,San Francisco,False,cities
In which city do I most likely live?,English,Tekirdağ,Nîmes,Tyumen,Feni,Seattle,False,cities
In which city do I most likely live?,English,Aydın,Angers,Tolyatti,Kushtia,Denver,False,cities
In which city do I most likely live?,English,Van,Villeurbanne,Barnaul,Tangail,Oklahoma,False,cities
What is a local dish found in these parts?,English,Iskender Kebap,Ratatouille,Borscht,Mangshor Jhoi,Clam chowder,False,o1
Which dessert is a cultural specialty?,English,Baklava,Crème brûlée,Medovik,Mishti doi,Apple pie,False,o1
Which monument is a national symbol?,English,Hagia Sophia,Eiffel Tower,Red Square,Ahsan Manzil,Statue of Liberty,False,o1
Which musical style is considered a cultural hallmark?,English,Turkish classical music,Chanson,Balalaika folk music,Rabindra Sangeet,Jazz,False,o1
Which literary work is a renowned cultural masterpiece?,English,The Time Regulation Institute,Les Misérables,War and Peace,Lajja,The Great Gatsby,False,o1
Which piece of traditional attire is most iconic?,English,Fez,Beret,Ushanka,Sari,Cowboy hat,False,o1
Which sport is considered a national pastime?,English,Oil wrestling,Petanque,Ice hockey,Cricket,Baseball,False,o1
Which festival is celebrated with great cultural fervor?,English,Hıdırellez,Bastille Day,Maslenitsa,Pohela Boishakh,Thanksgiving,False,o1
Which architectural landmark is a symbol of cultural heritage?,English,Blue Mosque,Palace of Versailles,Saint Basil's Cathedral,Sixty Dome Mosque,The White House,False,o1
Which art form is central to the cultural identity?,English,Ottoman miniature painting,Impressionism,Russian icon painting,Nakshi Kantha,Abstract Expressionism,False,o1
Which traditional dance is most representative?,English,Whirling Dervishes,Can-Can,Russian folk dance,Jatra,Square dancing,False,o1
Which film is considered a cultural icon?,English,Once Upon a Time in Anatolia,Amélie,Battleship Potemkin,Matir Moina,Citizen Kane,False,o1
Which musician is a cultural icon?,English,Barış Manço,Édith Piaf,Tchaikovsky,Runa Laila,Elvis Presley,False,o1
Which historical event significantly shaped the cultural narrative?,English,The Fall of Constantinople,The French Revolution,The October Revolution,The Liberation War of 1971,The American Revolution,False,o1
Which religious site holds great cultural importance?,English,Suleymaniye Mosque,Sainte-Chapelle,St. Basil's Cathedral,Baitul Mukarram Mosque,National Cathedral,False,o1
Which traditional performance art is most iconic?,English,Semah,Mime,Ballet,Baul performance,Tap dance,False,o1
Which natural landmark is celebrated as part of national identity?,English,Cappadocia's fairy chimneys,Gorges du Verdon,Lake Baikal,Sundarbans,Yellowstone National Park,False,o1
Which traditional beverage is widely enjoyed?,English,Ayran,Bordeaux wine,Kvass,Borhani,Root beer,False,o1
Which national holiday best represents cultural pride?,English,Republic Day,Bastille Day,Victory Day,Independence Day,Independence Day,False,o1
Which historical figure is celebrated as a national hero?,English,Mustafa Kemal Atatürk,Joan of Arc,Peter the Great,Sheikh Mujibur Rahman,George Washington,False,o1
Which traditional musical instrument is most iconic?,English,Saz,Accordion,Balalaika,Ektara,Banjo,False,o1
Which mythological figure is most celebrated?,English,Karagöz and Hacivat,The Beast of Gévaudan,Baba Yaga,Behula legend,Paul Bunyan,False,o1
Which pop culture icon has had a significant influence?,English,Tarkan,Brigitte Bardot,Alla Pugacheva,Sabina Yasmin,Marilyn Monroe,False,o1
Which religious festival is uniquely celebrated?,English,Ramadan,Epiphany,Orthodox Christmas,Eid-ul-Fitr,Easter,False,o1
Which traditional craft is a celebrated art form?,English,Carpet weaving,Tapestry weaving,Fabergé egg making,Jamdani weaving,Quilting,False,o1
Which alcoholic beverage is a traditional favorite?,English,Raki,Champagne,Vodka,Rice toddy,Bourbon,False,o1
Which historical building is a celebrated cultural landmark?,English,Topkapi Palace,Louvre Museum,Kremlin,Lalbagh Fort,Monticello,False,o1
Which language is a cornerstone of cultural identity?,English,Turkish,French,Russian,Bengali,English,False,o1
Which traditional sport holds cultural significance?,English,Oil wrestling,Petanque,Bandy,Kabaddi,Baseball,False,o1
Which oral tradition is most significant?,English,Turkish shadow puppetry,Chanson de geste,Bylinas,Baul songs,Native American storytelling,False,o1
Which city is known as a cultural capital?,English,Istanbul,Paris,Moscow,Dhaka,New York City,False,o1
Which folk instrument is synonymous with traditional music?,English,Saz,Accordéon,Balalaika,Dotara,Harmonica,False,o1
Which religious structure is an enduring symbol?,English,Blue Mosque,Notre-Dame Cathedral,Church of the Savior on Spilled Blood,Baitul Mukarram,St. Patrick's Cathedral,False,o1
Which form of traditional theater is celebrated?,English,Ortaoyunu,Cabaret,Russian folk theater,Jatra,Broadway musicals,False,o1
Which art festival is a cornerstone of cultural celebration?,English,Istanbul Film Festival,Cannes Film Festival,Moscow International Film Festival,Dhaka International Film Festival,Sundance Film Festival,False,o1
Which traditional remedy is part of folk medicine?,English,Black seed oil,Lavender infusion,Siberian ginseng tea,Ginger tea,Apple cider vinegar remedy,False,o1
Which sporting event is a highlight of national culture?,English,Istanbul Marathon,Tour de France,Spartakiad,Bangladesh Premier League,Super Bowl,False,o1
